group	accession	genotype	sequence_length	protein	start	end	strand	source
GII	MK073885	GII.4	7555	NTPase	1331	2095	+	orf1_relative
GII	MK073885	GII.4	7555	p22	2096	2503	+	orf1_relative
GII	MK073885	GII.4	7555	VPg	2504	2911	+	orf1_relative
GII	MK073885	GII.4	7555	3CLpro	2912	3472	+	orf1_relative
GII	MK073885	GII.4	7555	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK073890	GII.4	7473	VP1	5021	6643	+	genbank
GII	MK073890	GII.4	7473	VP2	6643	7449	+	genbank
GII	MK073890	GII.4	7473	ORF1	1	5040	+	genbank
GII	MK073890	GII.4	7473	p48	1	1310	+	orf1_relative
GII	MK073890	GII.4	7473	NTPase	1311	2066	+	orf1_relative
GII	MK073890	GII.4	7473	p22	2067	2470	+	orf1_relative
GII	MK073890	GII.4	7473	VPg	2471	2873	+	orf1_relative
GII	MK073890	GII.4	7473	3CLpro	2874	3427	+	orf1_relative
GII	MK073890	GII.4	7473	RdRp	4259	5015	+	inferred_from_region_blast
GII	MK073891	GII.4	7553	VP1	5081	6703	+	genbank
GII	MK073891	GII.4	7553	VP2	6703	7509	+	genbank
GII	MK073891	GII.4	7553	ORF1	1	5100	+	genbank
GII	MK073891	GII.4	7553	p48	1	1326	+	orf1_relative
GII	MK073891	GII.4	7553	NTPase	1327	2091	+	orf1_relative
GII	MK073891	GII.4	7553	p22	2092	2499	+	orf1_relative
GII	MK073891	GII.4	7553	VPg	2500	2907	+	orf1_relative
GII	MK073891	GII.4	7553	3CLpro	2908	3468	+	orf1_relative
GII	MK073891	GII.4	7553	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK073894	GII.4	7499	VP1	5081	6703	+	genbank
GII	MK073894	GII.4	7499	VP2	6703	7499	+	genbank
GII	MK073894	GII.4	7499	ORF1	1	5100	+	genbank
GII	MK073894	GII.4	7499	p48	1	1326	+	orf1_relative
GII	MK073894	GII.4	7499	NTPase	1327	2091	+	orf1_relative
GII	MK073894	GII.4	7499	p22	2092	2499	+	orf1_relative
GII	MK073894	GII.4	7499	VPg	2500	2907	+	orf1_relative
GII	MK073894	GII.4	7499	3CLpro	2908	3468	+	orf1_relative
GII	MK073894	GII.4	7499	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK629457	GII.4	7559	VP1	5085	6707	+	genbank
GII	MK629457	GII.4	7559	VP2	6707	7513	+	genbank
GII	MK629457	GII.4	7559	ORF1	5	5104	+	genbank
GII	MK629457	GII.4	7559	p48	5	1330	+	orf1_relative
GII	MK629457	GII.4	7559	NTPase	1331	2095	+	orf1_relative
GII	MK629457	GII.4	7559	p22	2096	2503	+	orf1_relative
GII	MK629457	GII.4	7559	VPg	2504	2911	+	orf1_relative
GII	MK629457	GII.4	7559	3CLpro	2912	3472	+	orf1_relative
GII	MK629457	GII.4	7559	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK752933	GII.4	7414	VP1	4991	6613	+	genbank
GII	MK752933	GII.4	7414	VP2	6613	7414	+	genbank
GII	MK752933	GII.4	7414	ORF1	1	5010	+	genbank
GII	MK752933	GII.4	7414	p48	1	1303	+	orf1_relative
GII	MK752933	GII.4	7414	NTPase	1304	2054	+	orf1_relative
GII	MK752933	GII.4	7414	p22	2055	2455	+	orf1_relative
GII	MK752933	GII.4	7414	VPg	2456	2856	+	orf1_relative
GII	MK752933	GII.4	7414	3CLpro	2857	3407	+	orf1_relative
GII	MK752933	GII.4	7414	RdRp	4229	4985	+	inferred_from_region_blast
GII	MK752934	GII.4	7511	VP1	5081	6703	+	genbank
GII	MK752934	GII.4	7511	VP2	6703	7509	+	genbank
GII	MK752934	GII.4	7511	ORF1	1	5100	+	genbank
GII	MK752934	GII.4	7511	p48	1	1326	+	orf1_relative
GII	MK752934	GII.4	7511	NTPase	1327	2091	+	orf1_relative
GII	MK752934	GII.4	7511	p22	2092	2499	+	orf1_relative
GII	MK752934	GII.4	7511	VPg	2500	2907	+	orf1_relative
GII	MK752934	GII.4	7511	3CLpro	2908	3468	+	orf1_relative
GII	MK752934	GII.4	7511	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK752936	GII.4	7556	VP1	5085	6707	+	genbank
GII	MK752936	GII.4	7556	VP2	6707	7513	+	genbank
GII	MK752936	GII.4	7556	ORF1	5	5104	+	genbank
GII	MK752936	GII.4	7556	p48	5	1330	+	orf1_relative
GII	MK752936	GII.4	7556	NTPase	1331	2095	+	orf1_relative
GII	MK752936	GII.4	7556	p22	2096	2503	+	orf1_relative
GII	MK752936	GII.4	7556	VPg	2504	2911	+	orf1_relative
GII	MK752936	GII.4	7556	3CLpro	2912	3472	+	orf1_relative
GII	MK752936	GII.4	7556	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK752937	GII.4	7525	VP1	5084	6706	+	genbank
GII	MK752937	GII.4	7525	VP2	6706	7512	+	genbank
GII	MK752937	GII.4	7525	ORF1	4	5103	+	genbank
GII	MK752937	GII.4	7525	p48	4	1329	+	orf1_relative
GII	MK752937	GII.4	7525	NTPase	1330	2094	+	orf1_relative
GII	MK752937	GII.4	7525	p22	2095	2502	+	orf1_relative
GII	MK752937	GII.4	7525	VPg	2503	2910	+	orf1_relative
GII	MK752937	GII.4	7525	3CLpro	2911	3471	+	orf1_relative
GII	MK752937	GII.4	7525	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK752938	GII.4	7573	VP1	5085	6707	+	genbank
GII	MK752938	GII.4	7573	VP2	6707	7513	+	genbank
GII	MK752938	GII.4	7573	ORF1	5	5104	+	genbank
GII	MK752938	GII.4	7573	p48	5	1330	+	orf1_relative
GII	MK752938	GII.4	7573	NTPase	1331	2095	+	orf1_relative
GII	MK752938	GII.4	7573	p22	2096	2503	+	orf1_relative
GII	MK752938	GII.4	7573	VPg	2504	2911	+	orf1_relative
GII	MK752938	GII.4	7573	3CLpro	2912	3472	+	orf1_relative
GII	MK752938	GII.4	7573	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK752942	GII.4	7533	VP1	5084	6706	+	genbank
GII	MK752942	GII.4	7533	VP2	6706	7512	+	genbank
GII	MK752942	GII.4	7533	ORF1	4	5103	+	genbank
GII	MK752942	GII.4	7533	p48	4	1329	+	orf1_relative
GII	MK752942	GII.4	7533	NTPase	1330	2094	+	orf1_relative
GII	MK752942	GII.4	7533	p22	2095	2502	+	orf1_relative
GII	MK752942	GII.4	7533	VPg	2503	2910	+	orf1_relative
GII	MK752942	GII.4	7533	3CLpro	2911	3471	+	orf1_relative
GII	MK752942	GII.4	7533	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK753018	GII.4	7480	VP1	5034	6656	+	genbank
GII	MK753018	GII.4	7480	VP2	6656	7462	+	genbank
GII	MK753018	GII.4	7480	ORF1	1	5053	+	genbank
GII	MK753018	GII.4	7480	p48	1	1314	+	orf1_relative
GII	MK753018	GII.4	7480	NTPase	1315	2072	+	orf1_relative
GII	MK753018	GII.4	7480	p22	2073	2476	+	orf1_relative
GII	MK753018	GII.4	7480	VPg	2477	2880	+	orf1_relative
GII	MK753018	GII.4	7480	3CLpro	2881	3436	+	orf1_relative
GII	MK753018	GII.4	7480	RdRp	4272	5028	+	inferred_from_region_blast
GII	MK753029	GII.4	7146	VP1	4717	6339	+	genbank
GII	MK753029	GII.4	7146	VP2	6339	7145	+	genbank
GII	MK753029	GII.4	7146	ORF1	1	4736	+	genbank
GII	MK753029	GII.4	7146	p48	1	1231	+	orf1_relative
GII	MK753029	GII.4	7146	NTPase	1232	1942	+	orf1_relative
GII	MK753029	GII.4	7146	p22	1943	2321	+	orf1_relative
GII	MK753029	GII.4	7146	VPg	2322	2700	+	orf1_relative
GII	MK753029	GII.4	7146	3CLpro	2701	3220	+	orf1_relative
GII	MK753029	GII.4	7146	RdRp	3957	4711	+	inferred_from_region_blast
GII	MK753030	GII.4	7545	VP1	5080	6702	+	genbank
GII	MK753030	GII.4	7545	VP2	6702	7508	+	genbank
GII	MK753030	GII.4	7545	ORF1	1	5099	+	genbank
GII	MK753030	GII.4	7545	p48	1	1326	+	orf1_relative
GII	MK753030	GII.4	7545	NTPase	1327	2091	+	orf1_relative
GII	MK753030	GII.4	7545	p22	2092	2499	+	orf1_relative
GII	MK753030	GII.4	7545	VPg	2500	2906	+	orf1_relative
GII	MK753030	GII.4	7545	3CLpro	2907	3467	+	orf1_relative
GII	MK753030	GII.4	7545	RdRp	4318	5074	+	inferred_from_region_blast
GII	MK753032	GII.4	7572	VP1	5085	6707	+	genbank
GII	MK753032	GII.4	7572	VP2	6707	7513	+	genbank
GII	MK753032	GII.4	7572	ORF1	5	5104	+	genbank
GII	MK753032	GII.4	7572	p48	5	1330	+	orf1_relative
GII	MK753032	GII.4	7572	NTPase	1331	2095	+	orf1_relative
GII	MK753032	GII.4	7572	p22	2096	2503	+	orf1_relative
GII	MK753032	GII.4	7572	VPg	2504	2911	+	orf1_relative
GII	MK753032	GII.4	7572	3CLpro	2912	3472	+	orf1_relative
GII	MK753032	GII.4	7572	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK754444	GII.4	7477	VP1	5082	6704	+	genbank
GII	MK754444	GII.4	7477	VP2	6704	7477	+	genbank
GII	MK754444	GII.4	7477	ORF1	2	5101	+	genbank
GII	MK754444	GII.4	7477	p48	2	1327	+	orf1_relative
GII	MK754444	GII.4	7477	NTPase	1328	2092	+	orf1_relative
GII	MK754444	GII.4	7477	p22	2093	2500	+	orf1_relative
GII	MK754444	GII.4	7477	VPg	2501	2908	+	orf1_relative
GII	MK754444	GII.4	7477	3CLpro	2909	3469	+	orf1_relative
GII	MK754444	GII.4	7477	RdRp	4320	5076	+	inferred_from_region_blast
GII	MK754446	GII.4	7488	VP1	5064	6686	+	genbank
GII	MK754446	GII.4	7488	VP2	6686	7488	+	genbank
GII	MK754446	GII.4	7488	ORF1	1	5083	+	genbank
GII	MK754446	GII.4	7488	p48	1	1322	+	orf1_relative
GII	MK754446	GII.4	7488	NTPase	1323	2084	+	orf1_relative
GII	MK754446	GII.4	7488	p22	2085	2491	+	orf1_relative
GII	MK754446	GII.4	7488	VPg	2492	2897	+	orf1_relative
GII	MK754446	GII.4	7488	3CLpro	2898	3456	+	orf1_relative
GII	MK754446	GII.4	7488	RdRp	4302	5058	+	inferred_from_region_blast
GII	MK756033	GII.4	7505	VP1	5077	6699	+	genbank
GII	MK756033	GII.4	7505	VP2	6699	7505	+	genbank
GII	MK756033	GII.4	7505	ORF1	1	5096	+	genbank
GII	MK756033	GII.4	7505	p48	1	1325	+	orf1_relative
GII	MK756033	GII.4	7505	NTPase	1326	2089	+	orf1_relative
GII	MK756033	GII.4	7505	p22	2090	2497	+	orf1_relative
GII	MK756033	GII.4	7505	VPg	2498	2905	+	orf1_relative
GII	MK756033	GII.4	7505	3CLpro	2906	3465	+	orf1_relative
GII	MK756033	GII.4	7505	RdRp	4315	5071	+	inferred_from_region_blast
GII	MK756034	GII.4	7513	VP1	5085	6707	+	genbank
GII	MK756034	GII.4	7513	VP2	6707	7513	+	genbank
GII	MK756034	GII.4	7513	ORF1	5	5104	+	genbank
GII	MK756034	GII.4	7513	p48	5	1330	+	orf1_relative
GII	MK756034	GII.4	7513	NTPase	1331	2095	+	orf1_relative
GII	MK756034	GII.4	7513	p22	2096	2503	+	orf1_relative
GII	MK756034	GII.4	7513	VPg	2504	2911	+	orf1_relative
GII	MK756034	GII.4	7513	3CLpro	2912	3472	+	orf1_relative
GII	MK756034	GII.4	7513	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK756035	GII.4	7511	VP1	5083	6705	+	genbank
GII	MK756035	GII.4	7511	VP2	6705	7511	+	genbank
GII	MK756035	GII.4	7511	ORF1	3	5102	+	genbank
GII	MK756035	GII.4	7511	p48	3	1328	+	orf1_relative
GII	MK756035	GII.4	7511	NTPase	1329	2093	+	orf1_relative
GII	MK756035	GII.4	7511	p22	2094	2501	+	orf1_relative
GII	MK756035	GII.4	7511	VPg	2502	2909	+	orf1_relative
GII	MK756035	GII.4	7511	3CLpro	2910	3470	+	orf1_relative
GII	MK756035	GII.4	7511	RdRp	4321	5077	+	inferred_from_region_blast
GII	MK756036	GII.4	7507	VP1	5079	6701	+	genbank
GII	MK756036	GII.4	7507	VP2	6701	7507	+	genbank
GII	MK756036	GII.4	7507	ORF1	1	5098	+	genbank
GII	MK756036	GII.4	7507	p48	1	1325	+	orf1_relative
GII	MK756036	GII.4	7507	NTPase	1326	2090	+	orf1_relative
GII	MK756036	GII.4	7507	p22	2091	2498	+	orf1_relative
GII	MK756036	GII.4	7507	VPg	2499	2906	+	orf1_relative
GII	MK756036	GII.4	7507	3CLpro	2907	3467	+	orf1_relative
GII	MK756036	GII.4	7507	RdRp	4317	5073	+	inferred_from_region_blast
GII	MK756037	GII.4	7406	VP1	4978	6600	+	genbank
GII	MK756037	GII.4	7406	VP2	6600	7406	+	genbank
GII	MK756037	GII.4	7406	ORF1	1	4997	+	genbank
GII	MK756037	GII.4	7406	p48	1	1299	+	orf1_relative
GII	MK756037	GII.4	7406	NTPase	1300	2049	+	orf1_relative
GII	MK756037	GII.4	7406	p22	2050	2449	+	orf1_relative
GII	MK756037	GII.4	7406	VPg	2450	2848	+	orf1_relative
GII	MK756037	GII.4	7406	3CLpro	2849	3398	+	orf1_relative
GII	MK756037	GII.4	7406	RdRp	4216	4972	+	inferred_from_region_blast
GII	MK756038	GII.4	7501	VP1	5073	6695	+	genbank
GII	MK756038	GII.4	7501	VP2	6695	7501	+	genbank
GII	MK756038	GII.4	7501	ORF1	1	5092	+	genbank
GII	MK756038	GII.4	7501	p48	1	1324	+	orf1_relative
GII	MK756038	GII.4	7501	NTPase	1325	2088	+	orf1_relative
GII	MK756038	GII.4	7501	p22	2089	2495	+	orf1_relative
GII	MK756038	GII.4	7501	VPg	2496	2902	+	orf1_relative
GII	MK756038	GII.4	7501	3CLpro	2903	3463	+	orf1_relative
GII	MK756038	GII.4	7501	RdRp	4311	5067	+	inferred_from_region_blast
GII	MK762561	GII.4	7333	VP1	4871	6493	+	genbank
GII	MK762561	GII.4	7333	VP2	6493	7296	+	genbank
GII	MK762561	GII.4	7333	ORF1	1	4890	+	genbank
GII	MK762561	GII.4	7333	p48	1	1271	+	orf1_relative
GII	MK762561	GII.4	7333	NTPase	1272	2005	+	orf1_relative
GII	MK762561	GII.4	7333	p22	2006	2396	+	orf1_relative
GII	MK762561	GII.4	7333	VPg	2397	2787	+	orf1_relative
GII	MK762561	GII.4	7333	3CLpro	2788	3325	+	orf1_relative
GII	MK762561	GII.4	7333	RdRp	4109	4865	+	inferred_from_region_blast
GII	MK762562	GII.4	7363	VP1	4913	6535	+	genbank
GII	MK762562	GII.4	7363	VP2	6535	7341	+	genbank
GII	MK762562	GII.4	7363	ORF1	1	4932	+	genbank
GII	MK762562	GII.4	7363	p48	1	1282	+	orf1_relative
GII	MK762562	GII.4	7363	NTPase	1283	2022	+	orf1_relative
GII	MK762562	GII.4	7363	p22	2023	2417	+	orf1_relative
GII	MK762562	GII.4	7363	VPg	2418	2811	+	orf1_relative
GII	MK762562	GII.4	7363	3CLpro	2812	3354	+	orf1_relative
GII	MK762562	GII.4	7363	RdRp	4151	4907	+	inferred_from_region_blast
GII	MK762563	GII.4	7485	VP1	5057	6679	+	genbank
GII	MK762563	GII.4	7485	VP2	6679	7485	+	genbank
GII	MK762563	GII.4	7485	ORF1	1	5076	+	genbank
GII	MK762563	GII.4	7485	p48	1	1320	+	orf1_relative
GII	MK762563	GII.4	7485	NTPase	1321	2081	+	orf1_relative
GII	MK762563	GII.4	7485	p22	2082	2487	+	orf1_relative
GII	MK762563	GII.4	7485	VPg	2488	2893	+	orf1_relative
GII	MK762563	GII.4	7485	3CLpro	2894	3452	+	orf1_relative
GII	MK762563	GII.4	7485	RdRp	4295	5051	+	inferred_from_region_blast
GII	MK762564	GII.4	7529	VP1	5081	6703	+	genbank
GII	MK762564	GII.4	7529	VP2	6703	7509	+	genbank
GII	MK762564	GII.4	7529	ORF1	1	5100	+	genbank
GII	MK762564	GII.4	7529	p48	1	1326	+	orf1_relative
GII	MK762564	GII.4	7529	NTPase	1327	2091	+	orf1_relative
GII	MK762564	GII.4	7529	p22	2092	2499	+	orf1_relative
GII	MK762564	GII.4	7529	VPg	2500	2907	+	orf1_relative
GII	MK762564	GII.4	7529	3CLpro	2908	3468	+	orf1_relative
GII	MK762564	GII.4	7529	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK762566	GII.4	7551	VP1	5081	6703	+	genbank
GII	MK762566	GII.4	7551	VP2	6703	7509	+	genbank
GII	MK762566	GII.4	7551	ORF1	1	5100	+	genbank
GII	MK762566	GII.4	7551	p48	1	1326	+	orf1_relative
GII	MK762566	GII.4	7551	NTPase	1327	2091	+	orf1_relative
GII	MK762566	GII.4	7551	p22	2092	2499	+	orf1_relative
GII	MK762566	GII.4	7551	VPg	2500	2907	+	orf1_relative
GII	MK762566	GII.4	7551	3CLpro	2908	3468	+	orf1_relative
GII	MK762566	GII.4	7551	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK762567	GII.4	7501	VP1	5030	6652	+	genbank
GII	MK762567	GII.4	7501	VP2	6652	7458	+	genbank
GII	MK762567	GII.4	7501	ORF1	1	5049	+	genbank
GII	MK762567	GII.4	7501	p48	1	1313	+	orf1_relative
GII	MK762567	GII.4	7501	NTPase	1314	2070	+	orf1_relative
GII	MK762567	GII.4	7501	p22	2071	2474	+	orf1_relative
GII	MK762567	GII.4	7501	VPg	2475	2878	+	orf1_relative
GII	MK762567	GII.4	7501	3CLpro	2879	3433	+	orf1_relative
GII	MK762567	GII.4	7501	RdRp	4268	5024	+	inferred_from_region_blast
GII	MK762568	GII.4	7542	VP1	5081	6703	+	genbank
GII	MK762568	GII.4	7542	VP2	6703	7509	+	genbank
GII	MK762568	GII.4	7542	ORF1	1	5100	+	genbank
GII	MK762568	GII.4	7542	p48	1	1326	+	orf1_relative
GII	MK762568	GII.4	7542	NTPase	1327	2091	+	orf1_relative
GII	MK762568	GII.4	7542	p22	2092	2499	+	orf1_relative
GII	MK762568	GII.4	7542	VPg	2500	2907	+	orf1_relative
GII	MK762568	GII.4	7542	3CLpro	2908	3468	+	orf1_relative
GII	MK762568	GII.4	7542	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK762569	GII.4	7497	VP1	5081	6703	+	genbank
GII	MK762569	GII.4	7497	VP2	6703	7497	+	genbank
GII	MK762569	GII.4	7497	ORF1	1	5100	+	genbank
GII	MK762569	GII.4	7497	p48	1	1326	+	orf1_relative
GII	MK762569	GII.4	7497	NTPase	1327	2091	+	orf1_relative
GII	MK762569	GII.4	7497	p22	2092	2499	+	orf1_relative
GII	MK762569	GII.4	7497	VPg	2500	2907	+	orf1_relative
GII	MK762569	GII.4	7497	3CLpro	2908	3468	+	orf1_relative
GII	MK762569	GII.4	7497	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK762570	GII.4	7552	VP1	5075	6697	+	genbank
GII	MK762570	GII.4	7552	VP2	6697	7503	+	genbank
GII	MK762570	GII.4	7552	ORF1	1	5094	+	genbank
GII	MK762570	GII.4	7552	p48	1	1324	+	orf1_relative
GII	MK762570	GII.4	7552	NTPase	1325	2089	+	orf1_relative
GII	MK762570	GII.4	7552	p22	2090	2496	+	orf1_relative
GII	MK762570	GII.4	7552	VPg	2497	2904	+	orf1_relative
GII	MK762570	GII.4	7552	3CLpro	2905	3464	+	orf1_relative
GII	MK762570	GII.4	7552	RdRp	4313	5069	+	inferred_from_region_blast
GII	MK762621	GII.4	7565	VP1	5085	6707	+	genbank
GII	MK762621	GII.4	7565	VP2	6707	7513	+	genbank
GII	MK762621	GII.4	7565	ORF1	5	5104	+	genbank
GII	MK762621	GII.4	7565	p48	5	1330	+	orf1_relative
GII	MK762621	GII.4	7565	NTPase	1331	2095	+	orf1_relative
GII	MK762621	GII.4	7565	p22	2096	2503	+	orf1_relative
GII	MK762621	GII.4	7565	VPg	2504	2911	+	orf1_relative
GII	MK762621	GII.4	7565	3CLpro	2912	3472	+	orf1_relative
GII	MK762621	GII.4	7565	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762622	GII.4	7547	VP1	5073	6695	+	genbank
GII	MK762622	GII.4	7547	VP2	6695	7501	+	genbank
GII	MK762622	GII.4	7547	ORF1	1	5092	+	genbank
GII	MK762622	GII.4	7547	p48	1	1324	+	orf1_relative
GII	MK762622	GII.4	7547	NTPase	1325	2088	+	orf1_relative
GII	MK762622	GII.4	7547	p22	2089	2495	+	orf1_relative
GII	MK762622	GII.4	7547	VPg	2496	2902	+	orf1_relative
GII	MK762622	GII.4	7547	3CLpro	2903	3463	+	orf1_relative
GII	MK762622	GII.4	7547	RdRp	4311	5067	+	inferred_from_region_blast
GII	MK762623	GII.4	7560	VP1	5070	6692	+	genbank
GII	MK762623	GII.4	7560	VP2	6692	7498	+	genbank
GII	MK762623	GII.4	7560	ORF1	1	5089	+	genbank
GII	MK762623	GII.4	7560	p48	1	1323	+	orf1_relative
GII	MK762623	GII.4	7560	NTPase	1324	2086	+	orf1_relative
GII	MK762623	GII.4	7560	p22	2087	2494	+	orf1_relative
GII	MK762623	GII.4	7560	VPg	2495	2901	+	orf1_relative
GII	MK762623	GII.4	7560	3CLpro	2902	3461	+	orf1_relative
GII	MK762623	GII.4	7560	RdRp	4308	5064	+	inferred_from_region_blast
GII	MK762624	GII.4	7558	VP1	5085	6707	+	genbank
GII	MK762624	GII.4	7558	VP2	6707	7513	+	genbank
GII	MK762624	GII.4	7558	ORF1	5	5104	+	genbank
GII	MK762624	GII.4	7558	p48	5	1330	+	orf1_relative
GII	MK762624	GII.4	7558	NTPase	1331	2095	+	orf1_relative
GII	MK762624	GII.4	7558	p22	2096	2503	+	orf1_relative
GII	MK762624	GII.4	7558	VPg	2504	2911	+	orf1_relative
GII	MK762624	GII.4	7558	3CLpro	2912	3472	+	orf1_relative
GII	MK762624	GII.4	7558	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762629	GII.4	7535	VP1	5084	6706	+	genbank
GII	MK762629	GII.4	7535	VP2	6706	7512	+	genbank
GII	MK762629	GII.4	7535	ORF1	4	5103	+	genbank
GII	MK762629	GII.4	7535	p48	4	1329	+	orf1_relative
GII	MK762629	GII.4	7535	NTPase	1330	2094	+	orf1_relative
GII	MK762629	GII.4	7535	p22	2095	2502	+	orf1_relative
GII	MK762629	GII.4	7535	VPg	2503	2910	+	orf1_relative
GII	MK762629	GII.4	7535	3CLpro	2911	3471	+	orf1_relative
GII	MK762629	GII.4	7535	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK762632	GII.4	7547	VP1	5082	6704	+	genbank
GII	MK762632	GII.4	7547	VP2	6704	7510	+	genbank
GII	MK762632	GII.4	7547	ORF1	5	5101	+	genbank
GII	MK762632	GII.4	7547	p48	5	1329	+	orf1_relative
GII	MK762632	GII.4	7547	NTPase	1330	2094	+	orf1_relative
GII	MK762632	GII.4	7547	p22	2095	2502	+	orf1_relative
GII	MK762632	GII.4	7547	VPg	2503	2909	+	orf1_relative
GII	MK762632	GII.4	7547	3CLpro	2910	3470	+	orf1_relative
GII	MK762632	GII.4	7547	RdRp	4320	5076	+	inferred_from_region_blast
GII	MK762635	GII.4	7568	VP1	5085	6707	+	genbank
GII	MK762635	GII.4	7568	VP2	6707	7513	+	genbank
GII	MK762635	GII.4	7568	ORF1	5	5104	+	genbank
GII	MK762635	GII.4	7568	p48	5	1330	+	orf1_relative
GII	MK762635	GII.4	7568	NTPase	1331	2095	+	orf1_relative
GII	MK762635	GII.4	7568	p22	2096	2503	+	orf1_relative
GII	MK762635	GII.4	7568	VPg	2504	2911	+	orf1_relative
GII	MK762635	GII.4	7568	3CLpro	2912	3472	+	orf1_relative
GII	MK762635	GII.4	7568	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762636	GII.4	7532	VP1	5085	6707	+	genbank
GII	MK762636	GII.4	7532	VP2	6707	7513	+	genbank
GII	MK762636	GII.4	7532	ORF1	5	5104	+	genbank
GII	MK762636	GII.4	7532	p48	5	1330	+	orf1_relative
GII	MK762636	GII.4	7532	NTPase	1331	2095	+	orf1_relative
GII	MK762636	GII.4	7532	p22	2096	2503	+	orf1_relative
GII	MK762636	GII.4	7532	VPg	2504	2911	+	orf1_relative
GII	MK762636	GII.4	7532	3CLpro	2912	3472	+	orf1_relative
GII	MK762636	GII.4	7532	RdRp	4325	5079	+	inferred_from_region_blast
GII	MK762637	GII.4	7557	VP1	5083	6705	+	genbank
GII	MK762637	GII.4	7557	VP2	6705	7511	+	genbank
GII	MK762637	GII.4	7557	ORF1	3	5102	+	genbank
GII	MK762637	GII.4	7557	p48	3	1328	+	orf1_relative
GII	MK762637	GII.4	7557	NTPase	1329	2093	+	orf1_relative
GII	MK762637	GII.4	7557	p22	2094	2501	+	orf1_relative
GII	MK762637	GII.4	7557	VPg	2502	2909	+	orf1_relative
GII	MK762637	GII.4	7557	3CLpro	2910	3470	+	orf1_relative
GII	MK762637	GII.4	7557	RdRp	4321	5077	+	inferred_from_region_blast
GII	MK762638	GII.4	7563	VP1	5085	6707	+	genbank
GII	MK762638	GII.4	7563	VP2	6707	7513	+	genbank
GII	MK762638	GII.4	7563	ORF1	5	5104	+	genbank
GII	MK762638	GII.4	7563	p48	5	1330	+	orf1_relative
GII	MK762638	GII.4	7563	NTPase	1331	2095	+	orf1_relative
GII	MK762638	GII.4	7563	p22	2096	2503	+	orf1_relative
GII	MK762638	GII.4	7563	VPg	2504	2911	+	orf1_relative
GII	MK762638	GII.4	7563	3CLpro	2912	3472	+	orf1_relative
GII	MK762638	GII.4	7563	RdRp	4323	5079	+	inferred_from_region_blast
GII	MK762639	GII.4	7505	VP1	5081	6703	+	genbank
GII	MK762639	GII.4	7505	VP2	6703	7505	+	genbank
GII	MK762639	GII.4	7505	ORF1	1	5100	+	genbank
GII	MK762639	GII.4	7505	p48	1	1326	+	orf1_relative
GII	MK762639	GII.4	7505	NTPase	1327	2091	+	orf1_relative
GII	MK762639	GII.4	7505	p22	2092	2499	+	orf1_relative
GII	MK762639	GII.4	7505	VPg	2500	2907	+	orf1_relative
GII	MK762639	GII.4	7505	3CLpro	2908	3468	+	orf1_relative
GII	MK762639	GII.4	7505	RdRp	4319	5075	+	inferred_from_region_blast
GII	MK762746	GII.4	7562	VP1	5084	6706	+	genbank
GII	MK762746	GII.4	7562	VP2	6706	7512	+	genbank
GII	MK762746	GII.4	7562	ORF1	4	5103	+	genbank
GII	MK762746	GII.4	7562	p48	4	1329	+	orf1_relative
GII	MK762746	GII.4	7562	NTPase	1330	2094	+	orf1_relative
GII	MK762746	GII.4	7562	p22	2095	2502	+	orf1_relative
GII	MK762746	GII.4	7562	VPg	2503	2910	+	orf1_relative
GII	MK762746	GII.4	7562	3CLpro	2911	3471	+	orf1_relative
GII	MK762746	GII.4	7562	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK764013	GII.4	7556	VP1	5084	6706	+	genbank
GII	MK764013	GII.4	7556	VP2	6706	7512	+	genbank
GII	MK764013	GII.4	7556	ORF1	4	5103	+	genbank
GII	MK764013	GII.4	7556	p48	4	1329	+	orf1_relative
GII	MK764013	GII.4	7556	NTPase	1330	2094	+	orf1_relative
GII	MK764013	GII.4	7556	p22	2095	2502	+	orf1_relative
GII	MK764013	GII.4	7556	VPg	2503	2910	+	orf1_relative
GII	MK764013	GII.4	7556	3CLpro	2911	3471	+	orf1_relative
GII	MK764013	GII.4	7556	RdRp	4322	5078	+	inferred_from_region_blast
GII	MK764015	GII.4	7523	VP1	5084	6706	+	genbank
GII	MK764015	GII.4	7523	VP2	6706	7512	+	genbank
GII	MK764015	GII.4	7523	ORF1	4	5103	+	genbank
